name,street,city,state,postalCode,floorSize,price,type_of_house,property_type,no_of_days,url
"511 Walker Dr, Mountain View, CA 94043",511 Walker Dr,Mountain View,CA,94043,"6,048","$1,600/mo","Studio1 ba6,048 sqft",Apartment for rent,101 days ago,https://www.zillow.com/homedetails/511-Walker-Dr-Mountain-View-CA-94043/300472941_zpid/
"1716 Morgan St, Mountain View, CA 94043",1716 Morgan St,Mountain View,CA,94043,"1,465","$4,995/mo","3 bds2 ba1,465 sqft",House for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/1716-Morgan-St-Mountain-View-CA-94043/19512958_zpid/
"533 Taylor Ct #6, Mountain View, CA 94043",533 Taylor Ct #6,Mountain View,CA,94043,595,"$1,855/mo",1 bd1 ba595 sqft,Apartment for rent,117 days ago,https://www.zillow.com/homedetails/533-Taylor-Ct-6-Mountain-View-CA-94043/2079179178_zpid/
"817 Bourbon Ct, Mountain View, CA 94041",817 Bourbon Ct,Mountain View,CA,94041,"1,649","$5,950/mo","3 bds2 ba1,649 sqft",House for rent,121 days ago,https://www.zillow.com/homedetails/817-Bourbon-Ct-Mountain-View-CA-94041/19519141_zpid/
"643 Fairmont Ave, Mountain View, CA 94041",643 Fairmont Ave,Mountain View,CA,94041,"2,418","$3,000/mo","2 bds1 ba2,418 sqft",Condo for rent,125 days ago,https://www.zillow.com/homedetails/643-Fairmont-Ave-Mountain-View-CA-94041/153171852_zpid/
"280 Easy St Apt 516, Mountain View, CA 94043",280 Easy St APT 516,Mountain View,CA,94043,967,"$2,800/mo",2 bds2 ba967 sqft,Apartment for rent,127 days ago,https://www.zillow.com/homedetails/280-Easy-St-APT-516-Mountain-View-CA-94043/19517932_zpid/
"1994 Silverwood Ave, Mountain View, CA 94043",1994 Silverwood Ave,Mountain View,CA,94043,968,"$2,950/mo",2 bds1.5 ba968 sqft,Townhouse for rent,137 days ago,https://www.zillow.com/homedetails/1994-Silverwood-Ave-Mountain-View-CA-94043/19512316_zpid/
"550 Ortega Ave Apt A106, Mountain View, CA 94040",550 Ortega Ave APT A106,Mountain View,CA,94040,"1,162","$3,000/mo","2 bds2 ba1,162 sqft",Apartment for rent,138 days ago,https://www.zillow.com/homedetails/550-Ortega-Ave-APT-A106-Mountain-View-CA-94040/19510485_zpid/
"600 Rainbow Dr Apt 156, Mountain View, CA 94041",600 Rainbow Dr APT 156,Mountain View,CA,94041,"1,325","$3,868/mo","3 bds2 ba1,325 sqft",Apartment for rent,46 minutes ago,https://www.zillow.com/homedetails/600-Rainbow-Dr-APT-156-Mountain-View-CA-94041/19519052_zpid/
"505 Cypress Point Dr Unit 133, Mountain View, CA 94043",505 Cypress Point Dr UNIT 133,Mountain View,CA,94043,843,"$2,750/mo",2 bds1 ba843 sqft,Apartment for rent,1 hour ago,https://www.zillow.com/homedetails/505-Cypress-Point-Dr-UNIT-133-Mountain-View-CA-94043/19516293_zpid/
"775 S Shoreline Blvd Apt 2, Mountain View, CA 94041",775 S Shoreline Blvd APT 2,Mountain View,CA,94041,600,"$2,250/mo",1 bd1 ba600 sqft,Apartment for rent,1 hour ago,https://www.zillow.com/homedetails/775-S-Shoreline-Blvd-APT-2-Mountain-View-CA-94041/2077585773_zpid/
"1963 Rock St Apt 27, Mountain View, CA 94043",1963 Rock St APT 27,Mountain View,CA,94043,"1,257","$3,995/mo","2 bds2 ba1,257 sqft",Apartment for rent,2 hours ago,https://www.zillow.com/homedetails/1963-Rock-St-APT-27-Mountain-View-CA-94043/19512875_zpid/
"505 Cypress Point Dr Unit 291, Mountain View, CA 94043",505 Cypress Point Dr UNIT 291,Mountain View,CA,94043,843,"$3,000/mo",2 bds1 ba843 sqft,Apartment for rent,2 hours ago,https://www.zillow.com/homedetails/505-Cypress-Point-Dr-UNIT-291-Mountain-View-CA-94043/19516450_zpid/
"1390 California St, Mountain View, CA 94041",1390 California St,Mountain View,CA,94041,"1,300","$2,900/mo","2 bds1 ba1,300 sqft",House for rent,3 hours ago,https://www.zillow.com/homedetails/1390-California-St-Mountain-View-CA-94041/153170492_zpid/
"928 Wright Ave Apt 508, Mountain View, CA 94043",928 Wright Ave APT 508,Mountain View,CA,94043,"1,414","$3,500/mo","3 bds2 ba1,414 sqft",Apartment for rent,4 hours ago,https://www.zillow.com/homedetails/928-Wright-Ave-APT-508-Mountain-View-CA-94043/19513622_zpid/
"(Undisclosed Address), Mountain View, CA 94041",(undisclosed Address),Mountain View,CA,94041,825,"$2,900/mo",2 bds1 ba825 sqft,Townhouse for rent,20 hours ago,https://www.zillow.com/homedetails/Mountain-View-CA-94041/2077596738_zpid/
"316 Escuela Ave #42, Mountain View, CA 94040",316 Escuela Ave #42,Mountain View,CA,94040,810,"$2,395/mo",1 bd1 ba810 sqft,Apartment for rent,22 hours ago,https://www.zillow.com/homedetails/316-Escuela-Ave-42-Mountain-View-CA-94040/2079599048_zpid/
"905 W Middlefield Rd Apt 964, Mountain View, CA 94043",905 W Middlefield Rd APT 964,Mountain View,CA,94043,"1,215","$3,780/mo","3 bds2 ba1,215 sqft",Apartment for rent,1 day ago,https://www.zillow.com/homedetails/905-W-Middlefield-Rd-APT-964-Mountain-View-CA-94043/19513498_zpid/
"253 Orbit Way, Mountain View, CA 94043",253 Orbit Way,Mountain View,CA,94043,"1,552","$4,500/mo","3 bds3.5 ba1,552 sqft",Townhouse for rent,1 day ago,https://www.zillow.com/homedetails/253-Orbit-Way-Mountain-View-CA-94043/250935977_zpid/
"221 Geary Way, Mountain View, CA 94041",221 Geary Way,Mountain View,CA,94041,"1,748","$5,395/mo","3 bds3.5 ba1,748 sqft",House for rent,1 day ago,https://www.zillow.com/homedetails/221-Geary-Way-Mountain-View-CA-94041/121042463_zpid/
"221 Jessie Ln Apt 3, Mountain View, CA 94041",221 Jessie Ln APT 3,Mountain View,CA,94041,700,"$2,500/mo",1 bd1 ba700 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/221-Jessie-Ln-APT-3-Mountain-View-CA-94041/2083225517_zpid/
"436 Mariposa Ave, Mountain View, CA 94041",436 Mariposa Ave,Mountain View,CA,94041,"1,300","$3,595/mo","2 bds2 ba1,300 sqft",House for rent,1 day ago,https://www.zillow.com/homedetails/436-Mariposa-Ave-Mountain-View-CA-94041/153170869_zpid/
"2462 Rock St Apt 1, Mountain View, CA 94043",2462 Rock St APT 1,Mountain View,CA,94043,610,"$2,300/mo",1 bd1 ba610 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/2462-Rock-St-APT-1-Mountain-View-CA-94043/2077609046_zpid/
"1940 California St, Mountain View, CA 94040",1940 California St,Mountain View,CA,94040,585,"$2,150/mo",1 bd1 ba585 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/1940-California-St-Mountain-View-CA-94040/300472771_zpid/
"611 Leksich Ave Apt 3, Mountain View, CA 94041",611 Leksich Ave APT 3,Mountain View,CA,94041,"1,000","$2,950/mo","2 bds1 ba1,000 sqft",Apartment for rent,2 days ago,https://www.zillow.com/homedetails/611-Leksich-Ave-APT-3-Mountain-View-CA-94041/2091922716_zpid/
"(Undisclosed Address), Mountain View, CA 94043",(undisclosed Address),Mountain View,CA,94043,"1,694","$4,600/mo","3 bds3 ba1,694 sqft",Townhouse for rent,2 days ago,https://www.zillow.com/homedetails/Mountain-View-CA-94043/2077610880_zpid/
"118 Ranch Ln, Mountain View, CA 94040",118 Ranch Ln,Mountain View,CA,94040,"1,705","$5,400/mo","3 bds3.5 ba1,705 sqft",Townhouse for rent,2 days ago,https://www.zillow.com/homedetails/118-Ranch-Ln-Mountain-View-CA-94040/300482004_zpid/
"600 Rainbow Dr Apt 146, Mountain View, CA 94041",600 Rainbow Dr APT 146,Mountain View,CA,94041,800,"$2,086/mo",1 bd1 ba800 sqft,Apartment for rent,,https://www.zillow.com/homedetails/600-Rainbow-Dr-APT-146-Mountain-View-CA-94041/19519042_zpid/
"260 Franklin St, Mountain View, CA 94041",260 Franklin St,Mountain View,CA,94041,"2,738","$9,500/mo","4 bds3 ba2,738 sqft",House for rent,2 days ago,https://www.zillow.com/homedetails/260-Franklin-St-Mountain-View-CA-94041/19515237_zpid/
"347 Sierra Vista Ave Apt 3, Mountain View, CA 94043",347 Sierra Vista Ave APT 3,Mountain View,CA,94043,"1,314","$4,200/mo","3 bds2.5 ba1,314 sqft",Townhouse for rent,2 days ago,https://www.zillow.com/homedetails/347-Sierra-Vista-Ave-APT-3-Mountain-View-CA-94043/19512461_zpid/
"116 Bentley Sq, Mountain View, CA 94040",116 Bentley Sq,Mountain View,CA,94040,"2,000","$4,900/mo","3 bds2.5 ba2,000 sqft",House for rent,2 days ago,https://www.zillow.com/homedetails/116-Bentley-Sq-Mountain-View-CA-94040/19536510_zpid/
"1921 Jardin Dr, Mountain View, CA 94040",1921 Jardin Dr,Mountain View,CA,94040,974,"$4,500/mo",2 bds1 ba974 sqft,House for rent,2 days ago,https://www.zillow.com/homedetails/1921-Jardin-Dr-Mountain-View-CA-94040/19524413_zpid/
"137 Huntington Ct, Mountain View, CA 94043",137 Huntington Ct,Mountain View,CA,94043,"1,119","$3,900/mo","2 bds2.5 ba1,119 sqft",Townhouse for rent,3 days ago,https://www.zillow.com/homedetails/137-Huntington-Ct-Mountain-View-CA-94043/19518617_zpid/
"600 Rainbow Dr Apt 150, Mountain View, CA 94041",600 Rainbow Dr APT 150,Mountain View,CA,94041,800,"$2,386/mo",1 bd1 ba800 sqft,Apartment for rent,3 days ago,https://www.zillow.com/homedetails/600-Rainbow-Dr-APT-150-Mountain-View-CA-94041/19519046_zpid/
"100 E Middlefield Rd Apt 4e, Mountain View, CA 94043",100 E Middlefield Rd APT 4E,Mountain View,CA,94043,"1,025","$2,900/mo","2 bds2 ba1,025 sqft",Condo for rent,3 days ago,https://www.zillow.com/homedetails/100-E-Middlefield-Rd-APT-4E-Mountain-View-CA-94043/19517581_zpid/
"171 Bel Air Ct, Mountain View, CA 94043",171 Bel Air Ct,Mountain View,CA,94043,"1,369","$4,200/mo","3 bds2.5 ba1,369 sqft",Townhouse for rent,3 days ago,https://www.zillow.com/homedetails/171-Bel-Air-Ct-Mountain-View-CA-94043/79844043_zpid/
"255 S Rengstorff Ave Apt 142, Mountain View, CA 94040",255 S Rengstorff Ave APT 142,Mountain View,CA,94040,731,"$2,400/mo",1 bd1 ba731 sqft,Apartment for rent,3 days ago,https://www.zillow.com/homedetails/255-S-Rengstorff-Ave-APT-142-Mountain-View-CA-94040/19514655_zpid/
"21 Paragon Ct, Mountain View, CA 94040",21 Paragon Ct,Mountain View,CA,94040,"1,600","$4,250/mo","3 bds3 ba1,600 sqft",Townhouse for rent,3 days ago,https://www.zillow.com/homedetails/21-Paragon-Ct-Mountain-View-CA-94040/59682844_zpid/
"1903 Milano Way, Mountain View, CA 94040",1903 Milano Way,Mountain View,CA,94040,"1,977","$4,500/mo","3 bds2.5 ba1,977 sqft",Townhouse for rent,3 days ago,https://www.zillow.com/homedetails/1903-Milano-Way-Mountain-View-CA-94040/19534291_zpid/
"1520 Begen Ave, Mountain View, CA 94040",1520 Begen Ave,Mountain View,CA,94040,"1,600","$4,500/mo","3 bds2 ba1,600 sqft",House for rent,4 days ago,https://www.zillow.com/homedetails/1520-Begen-Ave-Mountain-View-CA-94040/19532982_zpid/
"164 Jordan Ct, Mountain View, CA 94043",164 Jordan Ct,Mountain View,CA,94043,"1,594","$3,995/mo","2 bds2.5 ba1,594 sqft",House for rent,4 days ago,https://www.zillow.com/homedetails/164-Jordan-Ct-Mountain-View-CA-94043/82950517_zpid/
"429 N Rengstorff Ave Apt 7, Mountain View, CA 94043",429 N Rengstorff Ave APT 7,Mountain View,CA,94043,865,"$2,695/mo",2 bds1.5 ba865 sqft,Townhouse for rent,4 days ago,https://www.zillow.com/homedetails/429-N-Rengstorff-Ave-APT-7-Mountain-View-CA-94043/2086735382_zpid/
"229 Jason Way, Mountain View, CA 94043",229 Jason Way,Mountain View,CA,94043,"1,389","$4,300/mo","3 bds2 ba1,389 sqft",House for rent,4 days ago,https://www.zillow.com/homedetails/229-Jason-Way-Mountain-View-CA-94043/19516066_zpid/
"256 Mountain View Ave #5, Mountain View, CA 94041",256 Mountain View Ave #5,Mountain View,CA,94041,450,"$2,150/mo",1 bd1 ba450 sqft,Apartment for rent,4 days ago,https://www.zillow.com/homedetails/256-Mountain-View-Ave-5-Mountain-View-CA-94041/2078557367_zpid/
"106 Eunice Ave, Mountain View, CA 94040",106 Eunice Ave,Mountain View,CA,94040,"2,826","$7,000/mo","4 bds3.5 ba2,826 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/106-Eunice-Ave-Mountain-View-CA-94040/19536037_zpid/
"30 Gladys Ct #17, Mountain View, CA 94043",30 Gladys Ct #17,Mountain View,CA,94043,930,"$2,395/mo",2 bds1 ba930 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/30-Gladys-Ct-17-Mountain-View-CA-94043/2077645991_zpid/
"28 Mariner Dr #319bymzm0, Mountain View, CA 94043",28 Mariner Dr #319BYMZM0,Mountain View,CA,94043,,"$2,685+/mo",2 bds1.5 ba-- sqft,Apartment for rent,,https://www.zillow.com/homedetails/28-Mariner-Dr-319BYMZM0-Mountain-View-CA-94043/2077681715_zpid/
"141 Kittoe Dr, Mountain View, CA 94043",141 Kittoe Dr,Mountain View,CA,94043,"1,200","$5,500/mo","3 bds1 ba1,200 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/141-Kittoe-Dr-Mountain-View-CA-94043/153175198_zpid/
"278 Monroe Dr Apt 34, Mountain View, CA 94040",278 Monroe Dr APT 34,Mountain View,CA,94040,899,"$2,800/mo",2 bds1 ba899 sqft,Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/278-Monroe-Dr-APT-34-Mountain-View-CA-94040/19509565_zpid/
"163 Georgetown Ct, Mountain View, CA 94043",163 Georgetown Ct,Mountain View,CA,94043,"1,288","$3,850/mo","3 bds2.5 ba1,288 sqft",Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/163-Georgetown-Ct-Mountain-View-CA-94043/19518774_zpid/
"771 Bryn Mawr Ct, Mountain View, CA 94043",771 Bryn Mawr Ct,Mountain View,CA,94043,"1,200","$3,795/mo","2 bds2 ba1,200 sqft",Condo for rent,Play video iconVideo Walkthrough,https://www.zillow.com/homedetails/771-Bryn-Mawr-Ct-Mountain-View-CA-94043/2106118254_zpid/
"1047 Clark Ave, Mountain View, CA 94040",1047 Clark Ave,Mountain View,CA,94040,974,"$4,000/mo",3 bds1 ba974 sqft,House for rent,5 days ago,https://www.zillow.com/homedetails/1047-Clark-Ave-Mountain-View-CA-94040/19524527_zpid/
"1920 Latham St Apt 11, Mountain View, CA 94040",1920 Latham St APT 11,Mountain View,CA,94040,800,"$2,150/mo",1 bd1 ba800 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/1920-Latham-St-APT-11-Mountain-View-CA-94040/2083057945_zpid/
"644 Chiquita Ave, Mountain View, CA 94041",644 Chiquita Ave,Mountain View,CA,94041,676,"$2,700/mo",2 bds1 ba676 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/644-Chiquita-Ave-Mountain-View-CA-94041/153171212_zpid/
"2390 W Middlefield Rd #16, Mountain View, CA 94043",2390 W Middlefield Rd #16,Mountain View,CA,94043,,"$2,600/mo",1 bd1 ba-- sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/2390-W-Middlefield-Rd-16-Mountain-View-CA-94043/2077658809_zpid/
"130 Sherland Ave, Mountain View, CA 94043",130 Sherland Ave,Mountain View,CA,94043,"1,300","$4,250/mo","3 bds2 ba1,300 sqft",Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/130-Sherland-Ave-Mountain-View-CA-94043/153174626_zpid/
"424 College Ave, Palo Alto, CA 94306",424 College Ave,Palo Alto,CA,94306,500,"$2,700/mo",1 bd1 ba500 sqft,Apartment for rent,117 days ago,https://www.zillow.com/homedetails/424-College-Ave-Palo-Alto-CA-94306/300472523_zpid/
"252 Chestnut Ave, Palo Alto, CA 94306",252 Chestnut Ave,Palo Alto,CA,94306,"1,400","$3,650/mo","3 bds1 ba1,400 sqft",House for rent,117 days ago,https://www.zillow.com/homedetails/252-Chestnut-Ave-Palo-Alto-CA-94306/2094845338_zpid/
"3158 Emerson St, Palo Alto, CA 94306",3158 Emerson St,Palo Alto,CA,94306,850,"$4,000/mo",2 bds1 ba850 sqft,House for rent,123 days ago,https://www.zillow.com/homedetails/3158-Emerson-St-Palo-Alto-CA-94306/19503197_zpid/
"523 Webster St Apt 2, Palo Alto, CA 94301",523 Webster St APT 2,Palo Alto,CA,94301,400,"$1,995/mo",Studio1 ba400 sqft,Condo for rent,126 days ago,https://www.zillow.com/homedetails/523-Webster-St-APT-2-Palo-Alto-CA-94301/2093167891_zpid/
"674 Homer Ave, Palo Alto, CA 94301",674 Homer Ave,Palo Alto,CA,94301,900,"$3,295/mo",2 bds1 ba900 sqft,Apartment for rent,127 days ago,https://www.zillow.com/homedetails/674-Homer-Ave-Palo-Alto-CA-94301/2099360687_zpid/
"1140 Stanislaus Ln, Palo Alto, CA 94303",1140 Stanislaus Ln,Palo Alto,CA,94303,"1,629","$5,300/mo","3 bds2.5 ba1,629 sqft",Townhouse for rent,133 days ago,https://www.zillow.com/homedetails/1140-Stanislaus-Ln-Palo-Alto-CA-94303/94700893_zpid/
"405 Kipling St Apt 3, Palo Alto, CA 94301",405 Kipling St APT 3,Palo Alto,CA,94301,380,"$2,150/mo",1 bd1 ba380 sqft,Apartment for rent,137 days ago,https://www.zillow.com/homedetails/405-Kipling-St-APT-3-Palo-Alto-CA-94301/2082348927_zpid/
"1637 Emerson St, Palo Alto, CA 94301",1637 Emerson St,Palo Alto,CA,94301,"2,554","$9,500/mo","3 bds3 ba2,554 sqft",House for rent,143 days ago,https://www.zillow.com/homedetails/1637-Emerson-St-Palo-Alto-CA-94301/19497102_zpid/
"443 Ventura Ave, Palo Alto, CA 94306",443 Ventura Ave,Palo Alto,CA,94306,"1,300","$3,995/mo","3 bds2 ba1,300 sqft",Apartment for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/443-Ventura-Ave-Palo-Alto-CA-94306/300472578_zpid/
"567 Arastradero Rd #303, Palo Alto, CA 94306",567 Arastradero Rd #303,Palo Alto,CA,94306,720,"$3,390/mo",1 bd1 ba720 sqft,Apartment for rent,153 days ago,https://www.zillow.com/homedetails/567-Arastradero-Rd-303-Palo-Alto-CA-94306/2081515025_zpid/
"(Undisclosed Address), Palo Alto, CA 94301",(undisclosed Address),Palo Alto,CA,94301,550,"$3,250/mo",1 bd1 ba550 sqft,Apartment for rent,153 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94301/2081900576_zpid/
"4149 El Camino Way Apt E, Palo Alto, CA 94306",4149 El Camino Way APT E,Palo Alto,CA,94306,"1,400","$4,500/mo","3 bds2 ba1,400 sqft",Townhouse for rent,166 days ago,https://www.zillow.com/homedetails/4149-El-Camino-Way-APT-E-Palo-Alto-CA-94306/19504426_zpid/
"1325 Parkinson Ave, Palo Alto, CA 94301",1325 Parkinson Ave,Palo Alto,CA,94301,"1,270","$4,950/mo","4 bds2 ba1,270 sqft",House for rent,173 days ago,https://www.zillow.com/homedetails/1325-Parkinson-Ave-Palo-Alto-CA-94301/19469185_zpid/
"881 Northampton Dr, Palo Alto, CA 94303",881 Northampton Dr,Palo Alto,CA,94303,"3,750","$15,500/mo","5 bds6 ba3,750 sqft",House for rent,178 days ago,https://www.zillow.com/homedetails/881-Northampton-Dr-Palo-Alto-CA-94303/19469680_zpid/
"2731 Alma St, Palo Alto, CA 94306",2731 Alma St,Palo Alto,CA,94306,800,"$2,595/mo",1 bd1 ba800 sqft,Apartment for rent,179 days ago,https://www.zillow.com/homedetails/2731-Alma-St-Palo-Alto-CA-94306/2099908698_zpid/
"3078 Emerson St, Palo Alto, CA 94306",3078 Emerson St,Palo Alto,CA,94306,800,"$2,495/mo",2 bds1 ba800 sqft,Apartment for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/3078-Emerson-St-Palo-Alto-CA-94306/2099919647_zpid/
"715 Everett Ave, Palo Alto, CA 94301",715 Everett Ave,Palo Alto,CA,94301,"8,807","$27,500/mo","8 bds5 ba8,807 sqft",House for rent,195 days ago,https://www.zillow.com/homedetails/715-Everett-Ave-Palo-Alto-CA-94301/2080360122_zpid/
"724 Bryant St, Palo Alto, CA 94301",724 Bryant St,Palo Alto,CA,94301,420,"$2,800/mo",Studio1 ba420 sqft,Apartment for rent,196 days ago,https://www.zillow.com/homedetails/724-Bryant-St-Palo-Alto-CA-94301/19495547_zpid/
"436 Webster St, Palo Alto, CA 94301",436 Webster St,Palo Alto,CA,94301,"1,163","$4,250/mo","2 bds2 ba1,163 sqft",Apartment for rent,204 days ago,https://www.zillow.com/homedetails/436-Webster-St-Palo-Alto-CA-94301/19496053_zpid/
"479 Hawthorne Ave, Palo Alto, CA 94301",479 Hawthorne Ave,Palo Alto,CA,94301,,"$4,450/mo",2 bds1 ba-- sqft,Apartment for rent,207 days ago,https://www.zillow.com/homedetails/479-Hawthorne-Ave-Palo-Alto-CA-94301/2087846096_zpid/
"813 Melville Ave, Palo Alto, CA 94301",813 Melville Ave,Palo Alto,CA,94301,"2,044","$7,995/mo","3 bds5 ba2,044 sqft",House for rent,208 days ago,https://www.zillow.com/homedetails/813-Melville-Ave-Palo-Alto-CA-94301/19468405_zpid/
"150 Tennyson Ave, Palo Alto, CA 94301",150 Tennyson Ave,Palo Alto,CA,94301,"1,410","$8,000/mo","3 bds2 ba1,410 sqft",House for rent,219 days ago,https://www.zillow.com/homedetails/150-Tennyson-Ave-Palo-Alto-CA-94301/19497161_zpid/
"3189 Alma St, Palo Alto, CA 94306",3189 Alma St,Palo Alto,CA,94306,,"$2,570/mo",2 bds1 ba-- sqft,Apartment for rent,238 days ago,https://www.zillow.com/homedetails/3189-Alma-St-Palo-Alto-CA-94306/153158531_zpid/
"2727 Midtown Ct, Palo Alto, CA 94303",2727 Midtown Ct,Palo Alto,CA,94303,650,"$2,495/mo",2 bds1 ba650 sqft,Apartment for rent,269 days ago,https://www.zillow.com/homedetails/2727-Midtown-Ct-Palo-Alto-CA-94303/300472535_zpid/
"241 Curtner Ave, Palo Alto, CA 94306",241 Curtner Ave,Palo Alto,CA,94306,"1,100","$3,025/mo","2 bds1.5 ba1,100 sqft",Apartment for rent,354 days ago,https://www.zillow.com/homedetails/241-Curtner-Ave-Palo-Alto-CA-94306/300472564_zpid/
"3128 Avalon Ct, Palo Alto, CA 94306",3128 Avalon Ct,Palo Alto,CA,94306,"2,493","$7,995/mo","4 bds3 ba2,493 sqft",House for rent,75 days ago,https://www.zillow.com/homedetails/3128-Avalon-Ct-Palo-Alto-CA-94306/19504365_zpid/
"2264 Yale St, Palo Alto, CA 94306",2264 Yale St,Palo Alto,CA,94306,"1,350","$3,500/mo","3 bds2 ba1,350 sqft",House for rent,75 days ago,https://www.zillow.com/homedetails/2264-Yale-St-Palo-Alto-CA-94306/2111317887_zpid/
"152 Tasso St, Palo Alto, CA 94301",152 Tasso St,Palo Alto,CA,94301,"1,346","$2,800/mo","1 bd1 ba1,346 sqft",Apartment for rent,76 days ago,https://www.zillow.com/homedetails/152-Tasso-St-Palo-Alto-CA-94301/153149334_zpid/
"734 Webster St, Palo Alto, CA 94301",734 Webster St,Palo Alto,CA,94301,"4,506","$2,795/mo","2 bds1 ba4,506 sqft",Apartment for rent,76 days ago,https://www.zillow.com/homedetails/734-Webster-St-Palo-Alto-CA-94301/153149014_zpid/
"776 University Ave, Palo Alto, CA 94301",776 University Ave,Palo Alto,CA,94301,"1,750","$3,900/mo","3 bds2 ba1,750 sqft",Apartment for rent,77 days ago,https://www.zillow.com/homedetails/776-University-Ave-Palo-Alto-CA-94301/19466704_zpid/
"307 College Ave, Palo Alto, CA 94306",307 College Ave,Palo Alto,CA,94306,"1,600","$4,395/mo","3 bds2.5 ba1,600 sqft",Townhouse for rent,79 days ago,https://www.zillow.com/homedetails/307-College-Ave-Palo-Alto-CA-94306/2093543529_zpid/
"101 Alma St Apt 604, Palo Alto, CA 94301",101 Alma St APT 604,Palo Alto,CA,94301,"1,440","$4,400/mo","2 bds2 ba1,440 sqft",Apartment for rent,80 days ago,https://www.zillow.com/homedetails/101-Alma-St-APT-604-Palo-Alto-CA-94301/19495763_zpid/
"4020 El Camino Real #205, Palo Alto, CA 94306",4020 El Camino Real #205,Palo Alto,CA,94306,700,"$3,295/mo",1 bd1 ba700 sqft,Apartment for rent,80 days ago,https://www.zillow.com/homedetails/4020-El-Camino-Real-205-Palo-Alto-CA-94306/2078634808_zpid/
"4217 Mckellar Ln, Palo Alto, CA 94306",4217 Mckellar Ln,Palo Alto,CA,94306,,"$1,650/mo",Studio1 ba-- sqft,Apartment for rent,81 days ago,https://www.zillow.com/homedetails/4217-Mckellar-Ln-Palo-Alto-CA-94306/2078636697_zpid/
"700 Kingsley Ave, Palo Alto, CA 94301",700 Kingsley Ave,Palo Alto,CA,94301,920,"$4,500/mo",2 bds1 ba920 sqft,House for rent,81 days ago,https://www.zillow.com/homedetails/700-Kingsley-Ave-Palo-Alto-CA-94301/19469083_zpid/
"565 Matadero Ave #13, Palo Alto, CA 94306",565 Matadero Ave #13,Palo Alto,CA,94306,,"$2,650/mo",2 bds1 ba-- sqft,Apartment for rent,82 days ago,https://www.zillow.com/homedetails/565-Matadero-Ave-13-Palo-Alto-CA-94306/2078969794_zpid/
"3335 Park Blvd, Palo Alto, CA 94306",3335 Park Blvd,Palo Alto,CA,94306,"1,300","$4,885/mo","4 bds2 ba1,300 sqft",Townhouse for rent,83 days ago,https://www.zillow.com/homedetails/3335-Park-Blvd-Palo-Alto-CA-94306/2078670822_zpid/
"428 Webster St, Palo Alto, CA 94301",428 Webster St,Palo Alto,CA,94301,"1,308","$4,500/mo","2 bds2 ba1,308 sqft",Condo for rent,84 days ago,https://www.zillow.com/homedetails/428-Webster-St-Palo-Alto-CA-94301/19496049_zpid/
"4024 Amaranta Ave, Palo Alto, CA 94306",4024 Amaranta Ave,Palo Alto,CA,94306,"1,900","$6,950/mo","4 bds2 ba1,900 sqft",House for rent,85 days ago,https://www.zillow.com/homedetails/4024-Amaranta-Ave-Palo-Alto-CA-94306/19505935_zpid/
"3317 Cowper St, Palo Alto, CA 94306",3317 Cowper St,Palo Alto,CA,94306,"1,636","$5,300/mo","4 bds2 ba1,636 sqft",House for rent,87 days ago,https://www.zillow.com/homedetails/3317-Cowper-St-Palo-Alto-CA-94306/19501580_zpid/
"1011 Moreno Ave, Palo Alto, CA 94303",1011 Moreno Ave,Palo Alto,CA,94303,"1,240","$5,125/mo","3 bds2 ba1,240 sqft",House for rent,87 days ago,https://www.zillow.com/homedetails/1011-Moreno-Ave-Palo-Alto-CA-94303/19498026_zpid/
"(Undisclosed Address), Palo Alto, CA 94301",(undisclosed Address),Palo Alto,CA,94301,400,"$2,750/mo",Studio1 ba400 sqft,House for rent,88 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94301/2080186981_zpid/
"1595 Hamilton Ave, Palo Alto, CA 94303",1595 Hamilton Ave,Palo Alto,CA,94303,"2,286","$7,500/mo","3 bds2 ba2,286 sqft",House for rent,89 days ago,https://www.zillow.com/homedetails/1595-Hamilton-Ave-Palo-Alto-CA-94303/19467125_zpid/
"861 Matadero Ave, Palo Alto, CA 94306",861 Matadero Ave,Palo Alto,CA,94306,"1,642","$5,595/mo","3 bds1.5 ba1,642 sqft",House for rent,90 days ago,https://www.zillow.com/homedetails/861-Matadero-Ave-Palo-Alto-CA-94306/19505668_zpid/
